search_id,user_id,metro_area,search_date,event_date,venue_type,capacity_needed,max_price,search_resulted_in_booking
12801,1059,Austin,2024-06-27,2024-07-19,event_space,30,177.02084550206698,True
12802,1537,New York,2024-06-27,2024-07-23,rooftop,50,379.6750140585523,True
12803,1836,Miami,2024-06-27,2024-06-28,meeting_room,6,129.77812583370766,False
12804,1668,Los Angeles,2024-06-27,2024-07-14,workshop_space,28,182.6798972274536,True
12805,673,Chicago,2024-06-27,2024-07-20,meeting_room,14,122.33654744252614,False
12806,1420,Miami,2024-06-27,2024-07-24,workshop_space,27,106.53455384495479,False
12807,1521,San Francisco,2024-06-27,2024-06-30,rooftop,98,179.94944296801302,False
12808,357,Austin,2024-06-27,2024-07-17,meeting_room,10,151.21144864313325,False
12809,1316,San Francisco,2024-06-27,2024-06-28,photo_studio,19,193.57866062644052,False
12810,391,Chicago,2024-06-27,2024-07-18,event_space,48,150.46553758739137,True
12811,829,San Francisco,2024-06-27,2024-07-10,event_space,61,208.7453291640129,True
12812,1186,San Francisco,2024-06-27,2024-07-25,meeting_room,13,262.95936386828697,False
12813,374,Chicago,2024-06-27,2024-07-25,rooftop,92,89.23910724377575,False
12814,816,Austin,2024-06-27,2024-06-30,event_space,32,189.86240936779475,False
12815,1407,Austin,2024-06-27,2024-07-11,photo_studio,14,81.02069685750789,False
12816,602,Austin,2024-06-27,2024-07-17,photo_studio,11,88.46242880444564,False
12817,1393,San Francisco,2024-06-27,2024-07-15,event_space,37,125.32645783254867,False
12818,602,Los Angeles,2024-06-27,2024-07-08,photo_studio,15,128.36280776221793,False
12819,983,Austin,2024-06-27,2024-07-07,meeting_room,14,134.6513601864445,False
12820,1614,Miami,2024-06-27,2024-07-25,meeting_room,11,203.8727702147587,True
12821,1335,Austin,2024-06-27,2024-07-16,photo_studio,13,113.28910825998923,False
12822,500,New York,2024-06-27,2024-07-19,event_space,45,173.14851864234518,False
12823,1478,New York,2024-06-27,2024-07-14,meeting_room,12,307.20867395584,True
12824,1138,Austin,2024-06-27,2024-07-25,meeting_room,6,87.28878930882237,True
12825,1070,San Francisco,2024-06-27,2024-06-28,photo_studio,17,159.52373222928819,False
12826,509,New York,2024-06-27,2024-07-02,workshop_space,38,204.56758105402503,False
12827,921,Los Angeles,2024-06-27,2024-07-08,meeting_room,13,169.47095054901504,False
12828,496,Chicago,2024-06-27,2024-07-24,meeting_room,10,127.56360553364333,False
12829,1700,Miami,2024-06-27,2024-07-02,workshop_space,40,207.73532662907553,True
12830,345,Los Angeles,2024-06-27,2024-07-01,meeting_room,5,175.19503121367666,False
12831,1431,San Francisco,2024-06-27,2024-07-22,event_space,25,177.51887100175782,True
12832,1842,Miami,2024-06-27,2024-07-05,meeting_room,12,130.11841682112637,True
12833,543,San Francisco,2024-06-27,2024-07-24,photo_studio,16,231.75516583465537,True
12834,751,Austin,2024-06-27,2024-07-11,meeting_room,12,159.86060618819516,False
12835,682,New York,2024-06-27,2024-06-28,photo_studio,18,163.9709433465064,False
12836,1549,New York,2024-06-27,2024-07-08,event_space,33,245.43212180015294,True
12837,1420,Miami,2024-06-27,2024-07-10,workshop_space,19,200.56241833065948,False
12838,799,Miami,2024-06-27,2024-07-09,meeting_room,13,188.15642935051207,False
12839,1352,Austin,2024-06-27,2024-07-06,event_space,58,167.54876942807007,False
12840,1450,San Francisco,2024-06-27,2024-07-21,workshop_space,16,177.99386273470014,True
12841,1549,New York,2024-06-27,2024-07-18,workshop_space,33,232.17407475006283,False
12842,1395,San Francisco,2024-06-27,2024-07-27,event_space,64,192.57188300255694,True
12843,1366,San Francisco,2024-06-27,2024-07-25,event_space,67,277.10748695096413,False
12844,1664,Los Angeles,2024-06-27,2024-07-23,meeting_room,12,175.82115691481488,True
12845,320,Austin,2024-06-27,2024-06-29,event_space,52,98.34658849827814,False
12846,708,San Francisco,2024-06-27,2024-07-23,event_space,70,203.13677143200397,True
12847,930,Los Angeles,2024-06-27,2024-07-17,meeting_room,13,124.13679138505671,True
12848,1586,San Francisco,2024-06-27,2024-07-09,meeting_room,7,294.58391964842053,False
12849,377,San Francisco,2024-06-27,2024-07-26,event_space,41,202.16804694402353,True
12850,1297,Miami,2024-06-27,2024-07-05,meeting_room,8,137.02748336122752,False
12851,1449,New York,2024-06-27,2024-07-19,photo_studio,14,247.0189337893772,False
12852,1774,San Francisco,2024-06-27,2024-06-28,event_space,40,249.1800349207441,False
12853,752,Los Angeles,2024-06-27,2024-07-22,meeting_room,6,119.25170087949355,True
12854,453,Austin,2024-06-27,2024-07-11,rooftop,72,105.62009197302842,False
12855,1635,Miami,2024-06-27,2024-07-03,meeting_room,8,211.04377058103523,True
12856,959,Chicago,2024-06-27,2024-07-18,workshop_space,18,103.1212088945803,True
12857,1452,Los Angeles,2024-06-27,2024-07-08,meeting_room,10,199.46974422383795,True
12858,1612,Los Angeles,2024-06-27,2024-07-20,meeting_room,5,165.61710627519463,True
12859,802,San Francisco,2024-06-27,2024-07-20,event_space,25,124.58540561697721,False
12860,1258,Los Angeles,2024-06-27,2024-07-04,photo_studio,16,190.19950161869093,True
12861,1336,Miami,2024-06-27,2024-06-29,meeting_room,6,138.3366836428457,False
12862,1308,New York,2024-06-27,2024-07-12,event_space,61,172.65620651187336,False
12863,1010,Chicago,2024-06-27,2024-07-11,meeting_room,13,154.29278133440985,False
12864,585,Los Angeles,2024-06-27,2024-07-14,rooftop,88,230.3917921950794,True
12865,1519,New York,2024-06-27,2024-07-01,meeting_room,7,166.27622924088462,False
12866,1728,Austin,2024-06-27,2024-07-19,event_space,34,197.33355235173084,False
12867,503,Chicago,2024-06-27,2024-07-03,event_space,54,154.14346132909108,False
12868,1193,New York,2024-06-27,2024-07-07,photo_studio,11,335.68925444071783,False
12869,1792,New York,2024-06-27,2024-07-17,meeting_room,13,318.92633688814493,False
12870,1019,Austin,2024-06-27,2024-07-16,rooftop,49,153.08344705886364,False
12871,1518,Los Angeles,2024-06-27,2024-07-26,workshop_space,41,119.46010906244165,True
12872,1708,New York,2024-06-27,2024-06-30,photo_studio,8,380.7995186392931,True
12873,1869,San Francisco,2024-06-27,2024-07-14,photo_studio,8,271.80853175982406,False
12874,890,Chicago,2024-06-27,2024-07-12,event_space,57,157.1259209848193,False
12875,533,Los Angeles,2024-06-27,2024-07-15,event_space,50,233.45625826152747,True
12876,519,Austin,2024-06-27,2024-07-12,event_space,31,89.62409649304189,False
12877,953,Austin,2024-06-27,2024-07-07,photo_studio,11,167.2787820621251,False
12878,1563,Los Angeles,2024-06-27,2024-07-26,workshop_space,25,137.17921065438136,False
12879,696,Miami,2024-06-27,2024-07-17,workshop_space,25,215.8391511663518,True
12880,526,Austin,2024-06-27,2024-07-27,meeting_room,10,105.87938679348605,True
12881,734,Chicago,2024-06-27,2024-07-01,rooftop,75,73.52583504185066,False
12882,356,Chicago,2024-06-27,2024-07-08,event_space,50,144.09168885398614,True
12883,599,Austin,2024-06-27,2024-07-23,meeting_room,6,111.63324985048575,False
12884,1667,Miami,2024-06-27,2024-07-27,photo_studio,21,200.28338979773383,False
12885,1704,New York,2024-06-27,2024-07-21,meeting_room,5,263.5306249664502,False
12886,1738,Los Angeles,2024-06-27,2024-07-09,event_space,27,200.89911453254945,False
12887,1093,Chicago,2024-06-27,2024-07-03,event_space,64,79.25876379331726,False
12888,1169,Miami,2024-06-27,2024-07-01,meeting_room,13,143.7434060433574,False
12889,1761,Chicago,2024-06-27,2024-07-02,photo_studio,14,133.8762876606203,True
12890,610,Los Angeles,2024-06-27,2024-07-27,meeting_room,9,225.9887684454574,False
12891,1513,New York,2024-06-27,2024-07-17,event_space,28,358.4186482718243,True
12892,397,Miami,2024-06-27,2024-07-02,meeting_room,13,198.70484834321897,False
12893,357,Austin,2024-06-27,2024-07-06,rooftop,69,122.13467528194658,False
12894,867,New York,2024-06-27,2024-07-25,meeting_room,14,289.9172867855942,True
12895,449,Los Angeles,2024-06-27,2024-07-15,meeting_room,6,130.35303045284093,False
12896,544,New York,2024-06-27,2024-07-04,meeting_room,5,327.640223067694,True
12897,1242,Austin,2024-06-27,2024-07-27,event_space,49,103.97883709491416,False
12898,590,Chicago,2024-06-27,2024-06-30,workshop_space,36,165.12111915519577,True
12899,1166,Chicago,2024-06-27,2024-07-02,event_space,40,174.5153831199301,True
12900,329,Austin,2024-06-27,2024-07-21,event_space,57,142.46323512000774,True
12901,1630,Austin,2024-06-27,2024-07-25,event_space,30,166.97656978981678,False
12902,1001,San Francisco,2024-06-27,2024-07-14,event_space,39,266.9138694286961,False
12903,406,Austin,2024-06-27,2024-07-16,workshop_space,26,118.06351702593622,True
12904,660,Miami,2024-06-27,2024-07-09,meeting_room,11,175.83427576268085,False
12905,1066,San Francisco,2024-06-27,2024-07-12,workshop_space,26,228.04381301073587,False
12906,1386,San Francisco,2024-06-28,2024-07-18,photo_studio,19,129.55385849184728,False
12907,420,New York,2024-06-28,2024-07-02,meeting_room,10,185.98944109715472,True
12908,881,New York,2024-06-28,2024-07-16,event_space,39,374.8438522155706,False
12909,600,New York,2024-06-28,2024-07-15,rooftop,72,274.2544423924391,False
12910,1499,Los Angeles,2024-06-28,2024-06-29,meeting_room,12,162.66303247855998,True
12911,740,Los Angeles,2024-06-28,2024-07-23,event_space,37,218.35967103806678,True
12912,1136,Chicago,2024-06-28,2024-07-03,event_space,36,85.45997802673062,False
12913,1304,Austin,2024-06-28,2024-07-27,event_space,28,86.21461197490123,False
12914,1780,New York,2024-06-28,2024-07-12,meeting_room,8,380.06038396794133,True
12915,1457,Austin,2024-06-28,2024-07-11,photo_studio,11,162.33200019813248,False
12916,380,San Francisco,2024-06-28,2024-07-20,meeting_room,8,218.8969060505228,True
12917,479,Austin,2024-06-28,2024-07-08,event_space,39,155.78760904178984,False
12918,1308,Los Angeles,2024-06-28,2024-07-22,meeting_room,8,225.80507856048317,False
12919,947,Chicago,2024-06-28,2024-07-06,event_space,45,164.03452502366866,False
12920,1589,Los Angeles,2024-06-28,2024-07-02,photo_studio,22,138.17975841111772,False
12921,626,Chicago,2024-06-28,2024-07-12,event_space,33,168.31020737347936,True
12922,319,New York,2024-06-28,2024-07-04,rooftop,108,242.3364002147637,False
12923,1731,Austin,2024-06-28,2024-07-05,meeting_room,11,179.5728563121649,False
12924,1354,San Francisco,2024-06-28,2024-07-16,meeting_room,14,291.4468902324711,False
12925,464,Austin,2024-06-28,2024-07-08,event_space,67,126.903571976359,False
12926,626,Chicago,2024-06-28,2024-07-21,rooftop,88,117.0056643533595,False
12927,1510,Chicago,2024-06-28,2024-07-19,rooftop,42,103.20490044105989,False
12928,1559,New York,2024-06-28,2024-07-28,workshop_space,41,204.06110066348916,True
12929,1422,Miami,2024-06-28,2024-07-10,event_space,65,112.12675630444538,False
12930,1704,New York,2024-06-28,2024-07-28,event_space,50,273.88609769029404,False
12931,1665,Miami,2024-06-28,2024-07-04,meeting_room,5,115.68147870937635,False
12932,1696,Los Angeles,2024-06-28,2024-07-26,rooftop,50,172.91984289900213,False
12933,1000,Chicago,2024-06-28,2024-06-29,event_space,29,139.7241100352769,False
12934,611,Los Angeles,2024-06-28,2024-07-12,rooftop,75,133.25099854405042,False
12935,350,Chicago,2024-06-28,2024-07-04,photo_studio,12,84.61472200299254,False
12936,529,Miami,2024-06-28,2024-07-13,photo_studio,21,150.33106897317714,False
12937,347,Chicago,2024-06-28,2024-06-29,meeting_room,12,177.470825251734,False
12938,324,New York,2024-06-28,2024-07-06,meeting_room,11,306.98244116692933,False
12939,1601,Los Angeles,2024-06-28,2024-07-20,photo_studio,21,184.3578783573302,False
12940,1754,Austin,2024-06-28,2024-07-26,rooftop,95,81.175931545002,False
12941,1106,Los Angeles,2024-06-28,2024-07-15,workshop_space,19,141.94100568023575,False
12942,1819,New York,2024-06-28,2024-07-16,photo_studio,16,216.53873050527483,False
12943,754,New York,2024-06-28,2024-07-13,photo_studio,15,253.9073849839023,False
12944,896,Chicago,2024-06-28,2024-07-15,rooftop,66,176.71786500489424,False
12945,679,Los Angeles,2024-06-28,2024-07-12,event_space,30,210.01378684948207,True
12946,1020,San Francisco,2024-06-28,2024-07-23,photo_studio,14,178.20097166321526,False
12947,714,San Francisco,2024-06-28,2024-07-03,photo_studio,11,168.37579177793342,False
12948,1367,Miami,2024-06-28,2024-07-17,photo_studio,13,156.36047370001444,True
12949,654,Los Angeles,2024-06-28,2024-07-01,meeting_room,12,144.78998652598398,False
12950,1847,San Francisco,2024-06-28,2024-07-15,event_space,64,184.8259652749215,False
12951,1828,Miami,2024-06-28,2024-07-22,photo_studio,19,90.9012811859804,False
12952,1513,Austin,2024-06-28,2024-07-13,event_space,32,153.74410117154284,False
12953,1572,Chicago,2024-06-28,2024-07-13,meeting_room,13,125.7318211902763,False
12954,1373,San Francisco,2024-06-28,2024-07-08,meeting_room,5,274.6116654802471,True
12955,796,Miami,2024-06-28,2024-07-14,meeting_room,9,159.52399463369332,False
12956,1843,New York,2024-06-28,2024-07-13,meeting_room,14,285.9999966688565,True
12957,664,San Francisco,2024-06-28,2024-07-08,workshop_space,19,140.5930893890312,True
12958,735,Chicago,2024-06-28,2024-07-15,photo_studio,22,83.97524764683584,False
12959,1473,Austin,2024-06-28,2024-07-09,meeting_room,11,158.56073493146818,True
12960,1031,Austin,2024-06-28,2024-07-22,photo_studio,17,96.03338278872057,False
12961,1388,San Francisco,2024-06-28,2024-07-17,meeting_room,14,244.87913806469675,False
12962,886,Austin,2024-06-28,2024-07-28,meeting_room,7,92.87459500185753,False
12963,1376,Miami,2024-06-28,2024-07-12,photo_studio,11,145.790759182798,True
12964,1598,Miami,2024-06-28,2024-07-18,meeting_room,9,205.08782930341715,True
12965,1788,Austin,2024-06-28,2024-07-05,photo_studio,12,107.47835866321248,False
12966,988,Miami,2024-06-28,2024-07-06,photo_studio,16,119.18011520839708,False
12967,818,Miami,2024-06-28,2024-07-12,photo_studio,15,192.0774505976931,False
12968,1157,Miami,2024-06-28,2024-07-05,workshop_space,34,207.12160544823405,True
12969,325,Austin,2024-06-28,2024-07-17,event_space,53,165.56583973683868,False
12970,1139,San Francisco,2024-06-28,2024-06-30,event_space,42,133.4346278461114,False
12971,970,San Francisco,2024-06-28,2024-07-24,event_space,34,177.42592138550825,True
12972,1249,Los Angeles,2024-06-28,2024-07-15,meeting_room,9,212.69267255359253,True
12973,883,Los Angeles,2024-06-28,2024-07-07,photo_studio,14,143.49388886999182,False
12974,618,Los Angeles,2024-06-28,2024-07-07,meeting_room,9,162.2643295939324,True
12975,451,Los Angeles,2024-06-28,2024-07-15,workshop_space,29,213.61380898159666,True
12976,1366,Miami,2024-06-28,2024-07-21,event_space,37,187.83592327269682,False
12977,650,Miami,2024-06-28,2024-07-07,workshop_space,44,118.4691293283225,False
12978,1500,New York,2024-06-29,2024-07-04,event_space,45,174.47925091686142,False
12979,1576,Miami,2024-06-29,2024-07-12,meeting_room,11,143.69420167973354,True
12980,1720,New York,2024-06-29,2024-07-11,meeting_room,12,375.70211648681783,False
12981,1121,San Francisco,2024-06-29,2024-07-21,photo_studio,15,143.95355569988425,False
12982,1852,Austin,2024-06-29,2024-07-21,meeting_room,13,107.80910310197159,False
12983,487,Chicago,2024-06-29,2024-07-26,workshop_space,31,97.97913672815787,True
12984,1089,Chicago,2024-06-29,2024-07-12,event_space,37,108.78830352566635,False
12985,830,Austin,2024-06-29,2024-07-19,event_space,48,107.3727216777622,False
12986,822,Miami,2024-06-29,2024-07-12,photo_studio,9,170.0503744088198,True
12987,1850,San Francisco,2024-06-29,2024-07-12,photo_studio,11,207.17734299932127,False
12988,627,San Francisco,2024-06-29,2024-07-03,rooftop,84,170.5915441679052,False
12989,1395,New York,2024-06-29,2024-07-25,workshop_space,19,188.1854072352469,False
12990,1447,Chicago,2024-06-29,2024-07-06,event_space,30,109.72623494727657,False
12991,1346,Chicago,2024-06-29,2024-07-07,event_space,27,112.71291122146962,False
12992,633,New York,2024-06-29,2024-07-11,meeting_room,10,286.3713806822921,False
12993,1242,Austin,2024-06-29,2024-07-19,meeting_room,8,153.25386103422355,False
12994,1384,Chicago,2024-06-29,2024-07-15,photo_studio,13,77.9539002789814,False
12995,1831,Los Angeles,2024-06-29,2024-07-10,photo_studio,16,205.4969389356785,True
12996,1268,San Francisco,2024-06-29,2024-07-06,meeting_room,9,152.5568031457511,False
12997,449,San Francisco,2024-06-29,2024-07-17,event_space,28,163.14857344322044,False
12998,1122,New York,2024-06-29,2024-07-03,event_space,45,392.7908293430292,False
12999,451,Los Angeles,2024-06-29,2024-07-03,meeting_room,6,133.30681300485537,True
13000,1210,Austin,2024-06-29,2024-07-22,photo_studio,15,118.30143655488732,False
13001,1106,Miami,2024-06-29,2024-07-04,workshop_space,24,211.96177995589244,False
13002,1465,Miami,2024-06-29,2024-07-27,event_space,37,180.37710211100236,False
13003,1194,Austin,2024-06-29,2024-07-03,meeting_room,8,133.82479537912712,True
13004,425,San Francisco,2024-06-29,2024-07-26,photo_studio,15,249.20788218721032,False
13005,1084,Austin,2024-06-29,2024-07-27,workshop_space,41,129.4647038262233,True
13006,458,Los Angeles,2024-06-29,2024-07-28,event_space,65,230.23760577630313,False
13007,1633,Austin,2024-06-29,2024-07-11,meeting_room,9,107.96070358040967,False
13008,779,Chicago,2024-06-29,2024-07-07,event_space,53,126.83655967123615,True
13009,1760,San Francisco,2024-06-29,2024-07-04,meeting_room,9,195.34753604017016,True
13010,588,San Francisco,2024-06-29,2024-07-22,photo_studio,22,252.25610809834086,True
13011,485,Chicago,2024-06-29,2024-07-02,photo_studio,19,105.23630860463828,False
13012,998,Los Angeles,2024-06-29,2024-07-11,workshop_space,34,131.44874405577477,False
13013,1744,Miami,2024-06-29,2024-07-06,photo_studio,12,94.45177407993302,False
13014,1019,Austin,2024-06-29,2024-07-27,rooftop,60,177.05512606555885,False
13015,1458,Austin,2024-06-29,2024-07-15,event_space,44,189.9215330424238,True
13016,1789,San Francisco,2024-06-29,2024-07-02,event_space,52,183.7801016316375,False
13017,1755,Los Angeles,2024-06-29,2024-07-23,meeting_room,12,198.30787590339398,False
13018,566,Chicago,2024-06-29,2024-07-17,workshop_space,32,165.65315674352647,True
13019,381,Miami,2024-06-29,2024-07-03,photo_studio,15,203.97974215642842,True
13020,1762,San Francisco,2024-06-29,2024-07-20,rooftop,112,204.83317174838183,False
13021,1166,Chicago,2024-06-29,2024-07-09,workshop_space,28,95.77853815014875,True
13022,944,Miami,2024-06-29,2024-06-30,photo_studio,12,152.9086931976909,False
13023,1656,Los Angeles,2024-06-29,2024-07-09,meeting_room,8,113.47230977490135,False
13024,1347,Chicago,2024-06-29,2024-07-29,rooftop,46,160.41785576948232,False
13025,640,Los Angeles,2024-06-30,2024-07-26,meeting_room,13,218.08589952033108,False
13026,1587,Austin,2024-06-30,2024-07-07,meeting_room,5,142.8315539036749,True
13027,930,Los Angeles,2024-06-30,2024-07-26,photo_studio,11,115.53526877602458,False
13028,890,Chicago,2024-06-30,2024-07-20,photo_studio,19,152.3856426634508,True
13029,1725,San Francisco,2024-06-30,2024-07-04,photo_studio,9,283.7034643455035,False
13030,322,New York,2024-06-30,2024-07-27,meeting_room,14,380.3906100973256,True
13031,1050,Miami,2024-06-30,2024-07-30,meeting_room,5,173.7728529043011,True
13032,1253,Austin,2024-06-30,2024-07-01,event_space,66,168.68178480921347,True
13033,993,Chicago,2024-06-30,2024-07-13,photo_studio,14,177.0046202764295,True
13034,1647,New York,2024-06-30,2024-07-20,meeting_room,14,164.86807782066572,True
13035,535,Miami,2024-06-30,2024-07-04,meeting_room,14,165.62369178644596,False
13036,1626,Austin,2024-06-30,2024-07-26,event_space,28,188.3743294267073,False
13037,1185,Chicago,2024-06-30,2024-07-30,meeting_room,6,175.73104890739182,True
13038,392,San Francisco,2024-06-30,2024-07-29,event_space,62,132.4504329286105,False
13039,1195,Los Angeles,2024-06-30,2024-07-11,event_space,39,192.369905318209,False
13040,1562,San Francisco,2024-06-30,2024-07-30,photo_studio,21,253.55284874907537,True
13041,1124,Chicago,2024-06-30,2024-07-09,event_space,29,141.92541933577664,False
13042,581,Austin,2024-06-30,2024-07-27,event_space,66,152.1316691239539,False
13043,324,New York,2024-06-30,2024-07-17,photo_studio,16,374.7096760307961,False
13044,990,Miami,2024-06-30,2024-07-28,workshop_space,21,180.9421159362148,True
13045,366,Los Angeles,2024-06-30,2024-07-06,meeting_room,12,214.93748291256836,True
13046,1634,New York,2024-06-30,2024-07-20,photo_studio,20,184.99729733856975,False
13047,585,Los Angeles,2024-06-30,2024-07-15,meeting_room,8,234.5871940252198,True
13048,1183,Los Angeles,2024-06-30,2024-07-07,rooftop,70,203.5219895086493,False
13049,1585,Miami,2024-06-30,2024-07-01,event_space,31,121.25912532086843,True
13050,1812,New York,2024-06-30,2024-07-29,meeting_room,12,169.69007553887172,False
13051,1851,Miami,2024-06-30,2024-07-10,photo_studio,12,217.7198346506336,True
13052,1520,Miami,2024-06-30,2024-07-21,photo_studio,21,186.0777476890213,True
13053,1799,New York,2024-06-30,2024-07-16,rooftop,69,387.05146443473444,False
13054,1235,Los Angeles,2024-06-30,2024-07-08,photo_studio,21,141.13041625004112,False
13055,869,Miami,2024-06-30,2024-07-11,meeting_room,6,171.97165908376672,True
13056,1115,New York,2024-06-30,2024-07-01,meeting_room,7,207.07917512252044,True
13057,963,New York,2024-06-30,2024-07-18,workshop_space,33,212.49809371456413,False
13058,1843,New York,2024-06-30,2024-07-05,rooftop,55,300.22683888227215,False
13059,1527,New York,2024-06-30,2024-07-10,workshop_space,21,225.23980074578986,True
13060,1675,New York,2024-06-30,2024-07-28,event_space,26,350.4755172301622,False
13061,1491,Los Angeles,2024-06-30,2024-07-30,event_space,53,175.11198240252074,False
13062,1046,Austin,2024-06-30,2024-07-27,meeting_room,14,195.53332394950112,True
13063,1549,Los Angeles,2024-06-30,2024-07-16,workshop_space,16,162.68308613850874,True
13064,1033,Austin,2024-06-30,2024-07-05,meeting_room,7,86.03743256269051,False
13065,1390,Miami,2024-06-30,2024-07-22,meeting_room,12,164.31169550251073,False
13066,546,Miami,2024-06-30,2024-07-25,event_space,65,131.78237398929642,True
13067,1369,San Francisco,2024-06-30,2024-07-20,event_space,57,150.85940992237244,False
13068,1732,Los Angeles,2024-07-01,2024-07-20,workshop_space,15,198.50638906846487,False
13069,1781,Los Angeles,2024-07-01,2024-07-02,meeting_room,14,97.4614327649211,True
13070,977,Los Angeles,2024-07-01,2024-07-17,event_space,70,230.290709656822,True
13071,1308,Los Angeles,2024-07-01,2024-07-10,meeting_room,14,158.24263733376176,False
13072,1685,Chicago,2024-07-01,2024-07-28,event_space,31,144.3067453243638,True
13073,1157,Austin,2024-07-01,2024-07-27,photo_studio,19,142.81153226516977,False
13074,817,Austin,2024-07-01,2024-07-16,event_space,53,150.01583857222306,False
13075,494,Chicago,2024-07-01,2024-07-21,workshop_space,30,173.19466118911157,False
13076,1715,Miami,2024-07-01,2024-07-06,workshop_space,40,150.52837971249272,False
13077,1474,Chicago,2024-07-01,2024-07-23,photo_studio,12,155.5358445946843,False
13078,842,New York,2024-07-01,2024-07-19,event_space,74,302.4607168776977,True
13079,1300,New York,2024-07-01,2024-07-03,event_space,51,398.83012775841786,True
13080,1622,Austin,2024-07-01,2024-07-07,event_space,40,123.17304378464141,False
13081,738,Miami,2024-07-01,2024-07-24,event_space,36,177.5662723425807,True
13082,1776,New York,2024-07-01,2024-07-27,event_space,26,173.68505623343444,False
13083,1230,Los Angeles,2024-07-01,2024-07-17,photo_studio,10,236.48509116965712,True
13084,1057,Austin,2024-07-01,2024-07-14,event_space,51,149.3585382618218,True
13085,1357,New York,2024-07-01,2024-07-23,photo_studio,18,351.33975949868426,False
13086,1580,San Francisco,2024-07-01,2024-07-13,photo_studio,16,138.76153813020903,False
13087,1616,New York,2024-07-01,2024-07-09,meeting_room,6,194.91586718126464,True
13088,1554,New York,2024-07-01,2024-07-06,meeting_room,9,246.13775006440446,False
13089,808,Austin,2024-07-01,2024-07-08,rooftop,90,142.47316370548396,False
13090,453,Austin,2024-07-01,2024-07-04,rooftop,83,179.03732833063165,False
13091,1153,Austin,2024-07-01,2024-07-21,meeting_room,8,102.60548292466358,True
13092,1454,Miami,2024-07-01,2024-07-18,workshop_space,36,98.37826577487519,False
13093,878,New York,2024-07-01,2024-07-16,event_space,59,276.1114766782593,True
13094,1463,Chicago,2024-07-01,2024-07-24,event_space,26,148.37617952489305,True
13095,710,Austin,2024-07-01,2024-07-17,photo_studio,19,146.91077347808684,False
13096,800,Chicago,2024-07-01,2024-07-22,meeting_room,8,97.2410420942138,True
13097,1277,Los Angeles,2024-07-01,2024-07-25,photo_studio,16,113.58425571740045,False
13098,1509,Chicago,2024-07-01,2024-07-10,meeting_room,7,88.88189554563199,True
13099,1459,Austin,2024-07-01,2024-07-20,rooftop,52,94.0194250079838,False
13100,836,Los Angeles,2024-07-01,2024-07-10,workshop_space,29,134.6081127138001,False
13101,642,Los Angeles,2024-07-01,2024-07-29,event_space,72,204.4084579043163,True
13102,517,Miami,2024-07-01,2024-07-29,photo_studio,19,188.74789162414618,True
13103,410,Austin,2024-07-01,2024-07-18,meeting_room,14,97.06959971495966,True
13104,607,New York,2024-07-01,2024-07-04,meeting_room,8,294.4413050511577,False
13105,851,Miami,2024-07-01,2024-07-09,meeting_room,5,141.883325638129,False
13106,1631,New York,2024-07-01,2024-07-13,meeting_room,11,166.5054754292813,True
13107,386,New York,2024-07-01,2024-07-08,meeting_room,12,372.7266569046774,False
13108,1532,Los Angeles,2024-07-01,2024-07-21,event_space,43,143.5210861336819,True
13109,1544,San Francisco,2024-07-01,2024-07-24,event_space,25,279.03385607063325,False
13110,522,Los Angeles,2024-07-01,2024-07-26,event_space,25,156.1405588838181,False
13111,419,Austin,2024-07-01,2024-07-13,meeting_room,6,97.05664978732206,False
13112,860,Chicago,2024-07-01,2024-07-27,workshop_space,33,116.7748080051835,False
13113,1441,Chicago,2024-07-01,2024-07-14,workshop_space,40,81.347115700031,False
13114,1019,San Francisco,2024-07-01,2024-07-22,meeting_room,12,246.5826678415296,False
13115,873,Los Angeles,2024-07-01,2024-07-13,meeting_room,14,118.97229114148915,False
13116,1603,Los Angeles,2024-07-01,2024-07-08,photo_studio,18,133.3600337347598,False
13117,1546,Austin,2024-07-01,2024-07-17,event_space,26,96.50073205548317,False
13118,1297,Miami,2024-07-01,2024-07-18,workshop_space,17,140.19906530607196,False
13119,495,San Francisco,2024-07-01,2024-07-07,event_space,70,285.5445593117853,False
13120,1083,Los Angeles,2024-07-01,2024-07-19,photo_studio,14,136.0840426934988,False
13121,522,Los Angeles,2024-07-01,2024-07-21,event_space,61,199.53906589089118,False
13122,1595,New York,2024-07-01,2024-07-29,meeting_room,9,205.66228493543807,True
13123,618,Los Angeles,2024-07-01,2024-07-25,event_space,29,186.71892753572922,True
13124,1631,New York,2024-07-01,2024-07-28,photo_studio,8,391.72619795347947,True
13125,1631,New York,2024-07-01,2024-07-29,workshop_space,39,208.01564459439584,True
13126,1505,San Francisco,2024-07-01,2024-07-04,photo_studio,15,251.57789378539502,True
13127,886,Chicago,2024-07-01,2024-07-21,meeting_room,13,78.69248248024655,False
13128,578,San Francisco,2024-07-01,2024-07-22,meeting_room,8,168.99202709754633,True
13129,1078,New York,2024-07-01,2024-07-07,photo_studio,7,179.21648857457714,False
13130,1789,Austin,2024-07-01,2024-07-10,rooftop,41,177.47406072931463,False
13131,1087,Miami,2024-07-01,2024-07-16,meeting_room,11,146.98693691834583,True
13132,1418,Chicago,2024-07-01,2024-07-24,rooftop,88,100.95156567923829,False
13133,802,San Francisco,2024-07-01,2024-07-18,event_space,38,275.2335349520664,False
13134,1022,New York,2024-07-01,2024-07-15,workshop_space,33,295.01148625147226,False
